P00352,O60356
P07947,Q96DZ1
P12830,Q9C0D5
Q86YC2,O15265
Q8TAD8,Q9Y3A2
Q86UK7,O95573
P06748,Q9NX58
Q15075,Q9UL26
Q96ED9,Q96KS9
P19438,P62987
P28799,Q8IY57
P61764,Q86W47
Q99460,O95661
P54252,P32119
Q09472,Q9Y3Y2
Q5H9R7,Q8N8A2
Q9UDY2,Q6P1N0
O14818,P21731
P49674,Q15291
P62993,P55072
Q8NFF5,Q99956
P49841,O94811
P62258,Q9UQ35
Q02083,Q8IWF2
P38398,Q93097
Q9Y3I1,Q9NRW3
P23443,P05067
Q86Y82,Q6ZSS7
Q92667,P20338
P02745,P13497
Q8IZ40,Q15697
Q13616,Q02224
P35568,O75815
Q96CS3,P17302
Q02978,Q8NCK7
Q14318,Q02127
O95471,Q5J8X5
Q9Y281,P27487
Q15058,Q00536
P68363,Q9UHJ3
Q13323,P40426
Q15843,Q9Y5L0
Q6PKG0,Q9BVS4
P51531,P23759
P61981,Q14677
P09497,O75052
P53985,O00483
P29972,Q7Z7G2
Q13263,Q9UMR2
Q07666,P35244
P15880,Q04695
P46934,Q9H4B6
Q13627,P13533
P68371,Q15768
Q9H8V3,Q5H8A4
O00165,P40855
Q13573,O60216
Q9GZT3,P52815
Q9Y6X1,Q5JX71
Q9UJ41,Q96ED9
P55072,Q9Y376
Q13547,P23769
P09001,P61927
O14901,P07237
Q5T7P8,Q9BQG1
Q9NQ86,O00148
P62805,Q15007
P10636,Q15691
Q15306,Q92826
Q9UBU9,Q8NI27
O95793,O94972
Q15717,O60783
Q86V97,Q9H772
P62805,Q9NZI7
P68431,Q9UKV3
Q5J8M3,Q6DD88
Q9NZJ7,P45880
Q14596,P82912
Q08830,Q9H425
Q9H204,Q9UKL0
P06401,Q53T94
P07814,O43776
Q9NPI1,Q86V81
P08670,Q96EP0
O75147,Q9BYG3
P35998,O14777
O95816,Q9H0F6
Q96PU5,Q9UBF6
Q9H0U4,P26374
Q9NQZ2,P22612
Q13489,P68363
Q92820,P34897
Q8IYX8,Q9NQX0
Q9NPF5,P19474
Q9C0E8,Q9BQE4
Q5JST6,O00305
P30291,Q6ZW49
Q14444,A5YKK6
P51946,Q9Y2X0
Q6ZNA4,P26378
P11487,Q9HBE1
Q9H2K0,Q9Y291
P55317,Q14320
P82664,P46781
P17931,Q12899
P42858,Q9BX66
P19320,Q8WXE9
P05067,P23193
O15111,P04350
P67936,P20674
Q69YN4,Q07864
Q7L0Q8,Q9P0V3
P10809,Q9H0U4
Q9NZQ7,P48556
O95881,Q8ND71
P51572,P14416
Q14164,Q13451
Q9H7D7,Q9H6Z9
P63165,Q5VZL5
P43686,Q13561
Q9GZQ8,Q9Y605
Q9HBH0,O95721
P27824,O14656
O95714,Q9BZD4
P60520,Q6W5P4
Q13526,Q96C00
P05067,Q9H7P9
Q9Y6C9,Q8NDI1
P61964,Q02978
P60468,Q6NUQ4
P06396,Q9BXM7
P27487,O75083
P42166,Q9NZJ5
Q9UMX0,P01303
P11166,Q9NS69
Q9H7B2,Q14690
Q9UHD1,Q02790
Q9Y5K8,O00168
Q9Y239,Q53GS7
O95071,O96017
Q14847,Q9BXF9
Q6PKC3,Q99784
P08574,Q12849
P49674,Q9Y6R9
P12830,Q8N2W9
P02751,P05141
P20337,O95210
P05067,P19087
P62745,Q16739
P10586,Q9UMR7
Q92552,Q9UGC7
Q96NB2,O94826
Q14258,P49755
P54252,Q66K80
P57721,Q8IU60
Q01130,P46937
Q12797,Q15155
P41002,O75925
Q96HY6,O43660
Q7L775,O95678
Q7L0Q8,P23025
O43684,Q9NUM4
Q92569,Q15147
Q9BSL1,P78424
P36873,P30876
Q6UXN9,Q9Y5P6
Q9UPQ9,P29558
Q86YP4,Q96GY3
Q69YN4,Q9BTA9
O43889,Q96JW4
Q15233,Q676U5
Q9NYB0,P52739
P68431,Q96AV8
P24723,Q8IWT0
P09429,P46776
Q96SJ8,Q96F15
Q9Y297,Q15468
Q9HCN8,Q5UCC4
Q14289,Q96PU5
Q99496,Q92804
P30050,Q9BYD6
Q13263,Q08211
P17931,P0CI25
P06396,Q16621
Q14318,Q9Y4W6
O95071,P29084
P50402,Q8NF91
Q9UQR1,Q8ND90
P05067,Q8NGJ1
P62263,O60563
Q6NUN9,P49327
P63167,Q13330
Q13190,Q9UGP8
Q969H0,P62841
Q03181,Q15596
P04629,P53004
Q96CF2,Q86W42
P04181,P00390
Q9Y4E8,Q9Y4Z0
P04183,P29074
Q99567,P24386
Q9HCE7,P52597
P63000,Q8WVM8
P61006,O75477
Q86TM6,Q9BZV1
P68133,Q05655
Q9GZM8,Q9UIE0
O14578,Q6NXT2
Q9Y297,Q5VWX1
P61081,P52209
Q96GA3,O95793
P07737,Q9UKR5
P40692,P42574
Q4G0J3,Q58FG0
P19387,Q13503
P22681,P07947
P05067,P01569
Q13123,O15541
Q13573,O96019
P60410,Q6PJG9
P49768,Q8N6R1
Q10713,Q8TB22
Q969H0,Q9UBF1
P35613,O60476
Q12874,Q9UDV6
O14763,P43005
Q9NRC8,Q9ULT8
Q9Y3I1,Q9Y4K0
Q96AE4,Q9UPY3
Q9UQB8,O14786
P13805,P19237
Q86WC4,Q9H649
Q13243,O15226
Q13619,Q5VWQ8
Q99459,Q9NPJ6
P68400,Q96EB6
Q93034,Q01844
Q9BXK5,Q96KR6
Q14258,Q969R5
O94925,Q5JTZ9
Q14161,Q9NVF7
Q9HAU4,P27037
P41743,Q96EL3
Q96RK0,Q5UIP0
Q16666,Q9P2D3
O60826,Q93034
Q99496,Q9NX24
Q92540,O00116
P07355,P08172
Q01968,P48634
Q14161,Q14160
Q9Y6K9,Q14134
Q9H5K3,Q9HDC9
P54578,Q9NZI8
Q9UBU8,Q15910
Q13243,Q92665
Q69YN4,P40939
P26368,P49761
P55196,Q9NYF3
O95863,P46777
Q9NW97,Q01970
O94761,Q16186
Q9Y4E8,Q96EA4
P30041,Q13794
Q15326,Q15750
Q9H8V3,Q969Q0
Q562R1,A5A3E0
Q92793,O00471
Q9Y316,Q9NPY3
Q99676,O75607
P14866,Q6IAN0
P12931,Q00597
Q13823,Q96Q89
Q9Y5Y6,Q92520
Q13077,P17024
P62899,Q92541
Q8IWR0,Q92615
Q13085,Q00537
P29966,Q9NRG9
Q6UWJ1,P55061
Q09472,Q7KZ85
Q9H3G5,P57682
Q9H8Y8,Q9BXF9
P08047,O00571
P14866,P17096
P08138,O75509
Q99871,Q9BZ23
O95503,Q5VW00
Q96CF2,P61981
Q96BD5,Q8N9N5
P55317,Q15637
O95994,Q8NE71
P04637,Q9H0Q3
P27348,Q13370
Q15773,Q96T76
P78352,Q9UHC3
P13765,P06340
P80723,P60174
Q69YN4,Q9HCM3
Q96FQ6,Q9UBU9
Q9BY14,Q86VP6
P28827,Q9NYU2
P82673,Q08170
P62993,Q99623
P26641,O14933
Q9NYB0,Q6ZRS2
Q86W74,Q00604
P16444,Q8NHH9
Q16658,O00541
Q8IX12,O43542
P05067,Q9H0G5
P02786,Q99726
O15126,P26842
P63172,Q13427
O00483,P56385
Q9H0Q3,Q9BRI3
O14964,Q71SY5
Q96FC7,Q9BY11
P0C7T5,Q13207
P49407,Q14940
Q9Y2P4,Q4KMZ8
Q12891,Q6ZMH5
P35579,Q6ZMU5
P79522,O95453
Q9NSP4,Q8N0S6
P62424,Q9NY61
Q02241,Q66PJ3
P03372,P46940
P18124,Q96KC8
P10809,P28331
O60499,Q86Y82
O43493,O94822
P29466,P46934
Q86YH6,P10606
P19404,Q13423
Q8TF66,Q96T68
Q9H501,P62807
P61353,Q92905
P11362,P36941
Q8TAA9,P18827
Q16082,P54296
Q969P0,P16402
Q92731,Q9BRZ2
P01023,Q15382
Q16695,O75529
P36543,Q01581
Q8IWV8,Q8NA77
Q92626,Q05823
Q9H4A3,Q8N9I0
P46940,O00429
Q92934,Q53H12
P19387,P27816
P19474,P61088
Q92974,Q8NB46
P82921,Q9ULW3
P49790,Q92925
Q92905,Q99575
P27694,P49642
Q9Y6H1,O60930
P34897,O75123
Q4G148,O60353
Q99742,Q9HBZ2
P49257,O60831
P04637,Q6GPH4
Q09028,Q149N8
Q96GW7,Q641Q3
Q9NVI7,P48431
Q3MHD2,P26651
P05412,Q9Y314
Q8IVT5,P14550
P04259,Q96JN8
Q13363,Q13151
O95714,Q8IUX7
Q9H8V3,Q8TEM1
Q96G46,O43852
Q4U2R6,O75570
Q93034,Q8N668
Q14576,Q96DU9
Q99832,Q9ULT8
P07384,P53634
Q7Z7L1,Q15459
O95747,P35580
Q9HCE5,P00403
Q6ISS4,Q99715
Q9NV70,O14777
Q5TGI0,O75436
Q4G0J3,P55036
Q12873,P78563
O95793,Q92973
P62136,O00308
Q13296,Q09328
P28074,P28065
O75157,Q9UBZ9
Q92888,P27695
P09237,P10915
P61586,Q96A33
Q02878,P50991
Q96QE5,P56556
Q5RKV6,Q9P0J0
P01106,Q01968
P19320,P26373
P38398,Q99848
P09001,O43638
Q969V5,Q9UI26
Q9NZ53,P29016
Q8IUH5,Q9NVH0
O14980,Q96P50
P35241,O94854
P61923,Q9BVK6
Q96D03,Q3ZCW2
P18085,P34947
P06702,P37231
P35226,P02794
Q9H0W5,Q8N1F7
P20036,Q8N8Z6
Q9ULK5,Q496J9
P62820,O60664
P08238,P31946
Q9H4M7,P48634
Q12888,P18146
Q6P5Z2,Q5VIR6
P14555,P05106
Q8NBJ4,O14493
Q9Y230,Q9UHR6
Q99614,Q9UPW8
Q15056,Q13151
Q6ZRY4,Q8IZ26
Q96IZ0,Q9Y6G9
O00232,Q5JXX7
P17655,Q8IU60
P21926,P15391
P27487,Q9Y5S2
P54652,Q8TCY9
P10636,P61313
P67812,P26718
P12235,Q8N488
Q92731,Q9Y3Y2
Q9UBN7,Q9Y4A9
P61289,O95817
Q9UER7,Q71DI3
P55084,P10809
P63241,P00441
P60900,Q15008
Q8TDN6,Q08170
Q92614,Q13045
Q3KNW5,P56557
Q8NEU8,P51795
P04626,P11802
P54132,Q8IX18
P29317,Q9BZE0
P15923,P49639
O43639,Q13573
P06239,Q8TA86
P00441,P15822
Q9Y605,Q9NXH9
P50750,P50990
Q15052,O60711
P47755,Q9NZT1
Q15058,O14578
Q6PEY2,Q9BVA1
Q02241,Q9Y6V0
Q09472,Q13351
O60683,Q99942
Q9UBF6,Q8WXK4
Q96Q45,Q14542
Q9Y266,O00423
O75791,P62258
Q9ULY5,Q5BKZ1
P42772,P49336
Q12988,P39687
Q99519,Q3KNW5
P53667,Q9NQU5
Q9UQR1,Q99581
Q96GD4,O43852
P29692,Q15699
P05107,Q9UQF2
P19438,Q96EP0
P17676,P21580
P07951,Q6ZNC4
Q9NYB0,O43719
P01106,P31943
O95071,Q07021
Q9Y6C9,Q02218
P21796,Q56VL3
Q15758,Q13627
Q13501,Q07912
Q13011,P14854
Q9Y4K3,Q9Y2V7
P30825,P80303
Q9NUL7,Q14197
Q9Y2T3,Q6IN85
O14757,Q13469
P36406,Q9H788
Q9P0J1,Q10713
P20339,Q9NTK5
P08238,O00468
Q15717,Q9P2N5
Q9BVS4,P63173
Q86TM6,Q96A33
Q9BQE3,Q9Y3D6
P15309,Q6IN84
Q9NZ01,P49427
P06576,P10275
Q8NCK7,Q9NYU2
P27635,Q9H0U6
P04629,O43815
Q9UQ88,Q15287
P17021,O75096
Q495M9,Q9Y6N9
Q92804,P22735
Q16288,Q8WV60
P11940,P04141
Q13155,Q9Y5K8
P56537,P62877
P43405,Q9UHP3
P17252,Q15121
P42166,Q07955
Q5BJH2,P49447
P14373,P09012
Q9GZQ8,P38919
Q9Y265,Q9UPM9
O14578,Q99623
P37173,Q13347
P01106,P12273
P60228,Q5JSZ5
O95602,Q8N6T7
P11441,P46779
Q14254,Q9NX40
P27824,O95159
P11474,Q9UBE0
P34932,O15273
Q8N9I0,Q96JK2
P46940,Q96JC9
Q52M75,Q02878
P78371,O75147
Q07020,P54253
Q96EB6,Q14204
P27824,Q15109
Q15560,Q4V328
Q9UH99,Q9BYE2
Q6UWP7,Q6DKI7
P27986,P25942
Q15262,Q495W5
P42696,O00567
P49768,O95977
P53350,O43482
P46013,Q86V86
P07737,Q9Y4I1
P52945,Q13562
Q9HB58,O95251
Q96SF2,Q8WVC0
Q8N5C6,Q7Z5H3
Q15149,Q8WYP5
Q9Y5J3,Q6DN90
O15047,Q5VWQ0
Q9ULV1,P56706
Q15014,Q9UKP3
Q6ZN55,Q9H6S0
P48643,P50897
O14578,P62917
Q9ULZ3,Q14790
Q8N5R6,Q8TD31
Q00653,Q9BUF5
P25054,Q16363
P17980,P28566
O15393,P27797
P17813,Q92541
O60763,Q8WVM8
Q05513,P29692
Q86UE4,Q6Y2X3
O95630,Q5TBB1
P11498,P63172
P05783,P55210
Q92538,Q6DKI1
Q69YN4,O43395
Q15717,Q13315
O95257,Q8TED9
Q9Y5K8,P51151
Q13618,Q96CX2
P35240,Q9HD42
P49459,Q00266
Q01433,P46934
Q12789,Q8N3U4
Q9UBL3,P62195
P68431,Q9UPN9
P51957,P31946
O43143,P61978
Q14696,Q6ZR52
Q9BWW4,Q68G74
Q8NFZ5,Q9NNW5
Q9Y297,Q9Y2U5
Q6UY14,Q6L8H2
Q8TD19,Q6ZMZ0
O14901,Q9H347
P29353,P51784
Q5T9A4,Q13061
Q12931,Q9BQ24
Q9HCE1,P20073
P49459,Q6PD62
Q15056,O60739
Q9Y5E6,Q12770
Q5S007,Q92973
A1L170,P25440
Q9H6Z9,Q13509
Q99675,Q14656
P14866,P20936
O00712,Q92585
Q9NSP4,Q96BJ3
P98172,Q96HH4
P48454,Q53QV2
Q96FJ2,O94986
Q13895,Q96IK5
O00167,P14735
P49005,Q9BY77
P31943,O43237
Q96S52,Q16790
Q9UNH7,Q96JI7
Q00765,P61020
Q5F1R6,Q9UNQ2
Q92478,Q9NVE7
Q969P0,P68366
P62070,Q96NY9
P40692,Q14093
O00308,Q15427
P49411,Q96GD4
Q9Y512,O95977
Q93084,Q9HBW0
O95274,Q9NYY8
Q86U70,P35680
P63000,Q12769
Q5JTZ9,A8MXV4
Q9H9Y2,Q6AW86
Q8TEA7,O75439
P04637,Q00613
Q9NS85,Q969U7
Q69YN4,Q9UPN9
P49674,P30203
Q7L0Q8,P11182
P30041,Q8IWL8
O15446,Q9Y535
Q9NPI1,Q14692
P08247,Q6UX07
Q15181,P49841
Q9UK32,Q8TDZ2
Q9BQQ3,Q13586
Q71U36,P49116
Q6UY14,Q5T7P3
P01112,Q99653
Q27J81,Q86W92
P00533,Q99417
P05067,P02679
Q68CP9,P18146
Q15762,Q8N8L6
P15735,P52597
Q86XL3,P60468
O15400,O75976
Q96ES7,O60437
P11362,P68366
Q96S66,Q00765
P07858,P11717
P62829,P08865
Q9Y277,P28331
Q9GZT3,P42704
Q9Y4P3,Q9Y6I9
Q12792,P98088
P50750,P40227
O00567,Q9H4L4
Q92990,O95140
P27824,Q15819
P60763,Q7Z434
Q15323,Q8TAB5
Q9UMX0,O15198
Q9H4M7,Q15366
O60749,Q9NQU5
P31314,O95677
Q9BYC9,Q9BVJ7
Q05513,Q86VP6
Q9UJW0,Q8NHW4
A6NEM1,Q9P209
P49116,P39060
Q9H1Y0,P62701
Q13642,Q9BS26
Q96DX5,Q16637
Q9NQZ6,Q7L3T8
P84098,P62913
P35251,P51532
Q7Z6J2,A5PKW4
Q9UQE7,Q92834
P48736,O14807
P57678,Q8IXJ9
Q12888,Q9HBL7
P61962,P43250
P27708,O14733
Q07666,Q13402
Q13310,O15294
Q13618,O14939
P29350,Q13094
Q15542,Q9HBM6
O00159,O15020
Q16643,Q16659
O14556,Q2VYF4
Q13133,Q5TDH0
Q9NRM7,P46937
Q15669,O43592
P11142,P09471
P25705,Q6DD88
Q9HCE1,Q8N4S9
Q9Y4K3,O94953
Q9H8W4,P63220
Q14781,Q8IYB7
Q9H0R8,Q9ULG6
Q69YN4,Q96M94
Q4G0J3,P62314
Q15427,Q8WXF1
Q9BXW9,P16403
P23284,P43220
Q9NRD5,P51116
P42858,Q9NXC2
Q14653,Q9UHD2
Q9Y3C5,Q13485
Q13426,Q0D2I5
P49840,P37837
P25445,Q13114
P29144,Q9Y4A9
Q0JRZ9,Q9HBM1
Q9BRJ2,Q75WM6
Q96GD4,P62906
Q9HCE7,P50991
Q15654,Q06190
Q9ULJ8,P50749
P29966,Q00839
Q13363,Q9Y5P3
Q96AY4,O76095
O00212,P46977
O75177,Q5VYY1
Q9UDY4,O15547
P11182,P50897
P18077,P62280
Q92831,P43363
Q05925,Q9H0E3
O75575,P20839
O75925,Q16143
Q13304,O75691
Q13489,P15880
Q12983,Q8N5M9
P05067,Q7L1W4
Q86UE4,Q9HC77
Q9P2J5,Q15046
P54274,P82933
Q12906,Q96HY6
Q08426,Q9UBB6
Q9BQ67,Q86XR8
P24941,P63279
P11142,P09651
Q02535,Q9H3K6
Q13547,Q9P281
P67809,P43243
O15393,Q14697
Q9Y5K6,Q9NZI8
Q9Y230,Q13153
O14967,Q15904
Q6VMQ6,Q15003
P04843,Q70UQ0
Q9P0J7,P26022
Q86VM9,Q8NHQ9
P78352,P24588
P16403,Q8WVJ2
Q07020,Q9UJV8
O14981,Q8WUD1
Q2M1V0,P27707
P16435,P28331
Q4G0J3,Q13451
P19404,P00403
Q9BSH4,Q6L8Q7
Q15646,Q13601
Q6ZVM7,P35573
Q01469,Q8IXH7
Q9NYY8,Q8NCN5
O75897,Q9NVN3
P19525,Q8WTW3
O43493,P06858
Q5T6S3,Q9NXF1
Q9UGN5,Q9NQ69
O00148,Q8N616
P27816,Q99442
Q96HY6,Q15393
Q9NUQ7,Q9Y3Q7
P60484,Q9UJN7
Q08357,Q86X19
Q8TB24,Q9NS86
Q9HCK0,Q9UJ78
P15927,P00338
Q9BW27,Q8NDX6
Q00653,Q9UQL6
Q15058,P49792
Q9UNE7,Q4VXA5
Q9GZQ8,P51148
O60266,Q16281
P12931,O14796
Q9NQW6,P28289
P22694,Q71UM5
Q9H1I8,Q8NG27
P06702,Q8N668
Q00839,Q6ZV73
Q13469,O15525
P54886,Q96RT8
Q9NRW3,Q8N5C6
Q9H078,Q9BXB5
P04083,A6NK89
Q12931,Q9NXH9
P62753,Q9Y221
P22607,O43768
P36578,Q2KHN1
Q9UKB3,Q8IWU9
Q9Y487,P36543
Q9UBU9,Q15070
P06127,P51808
Q86UE4,P51805
P0C0S8,Q9H9Z2
Q9H609,Q9NUA8
P31943,Q6PFW1
P60953,P62633
P84098,Q9BQC6
Q14008,Q8N7R7
Q6UWQ5,Q08431
Q99816,P49327
Q13164,Q9H4M7
O96008,P63010
Q13619,Q9UI17
P13569,P54652
P23468,Q9Y5G7
P27986,Q8IZD9
Q96RP9,Q07021
Q9BXJ5,Q8TDJ6
P0C0S8,Q96BZ8
Q14980,Q9UPN3
Q96CF2,Q96FS4
P60709,Q8NHV4
P11362,Q12834
Q15022,P10275
O14978,Q9UPP1
Q14103,O75494
Q13616,Q08170
Q03519,O15244
Q9NQC7,P31943
Q4G0J3,Q14974
P04629,Q9P2R3
P19338,Q71DI3
O95872,Q9C0B1
P19838,Q96GG9
Q92731,Q03701
Q86XR7,P51617
Q96EY1,P51617
P62424,Q9BQ39
Q9UKB1,Q9Y2T1
Q8NFF5,Q9P2G3
P04075,Q08257
Q86UY6,Q5T5U3
Q9BTV5,Q6P587
Q8NEY1,P41146
Q9H444,P54920
P20290,Q8IWL3
Q8NBF2,P43034
Q02878,P62701
O15254,Q9BYJ9
Q8IXL7,Q15323
Q6P1M0,P04843
P10586,O43156
Q9NZQ7,P37268
Q12888,Q96NY9
O75360,Q69YG0
P56524,Q9NRR6
Q6NYC1,Q4G0J3
Q9BXK5,Q8TCS8
P62745,Q9NVJ2
Q16526,Q9BQG0
Q8IY95,Q9BT67
O14786,Q13214
O76064,P16455
Q8NC56,P46098
Q02750,Q9H2G2
Q96GX1,Q9BRK0
Q6IQ23,Q9NZI8
P24928,O15514
Q13948,P68431
Q12905,Q9UKV8
Q9Y3T9,Q92913
P16104,Q01831
Q8N3V7,Q6WCQ1
Q9Y680,P49638
P24928,Q6PD62
Q5UIP0,P25090
P08962,P13866
P19320,P05109
P01589,P54707
Q9Y2H6,Q6UXE8
Q9HC97,Q9GZU1
P63000,Q96RL7
Q96EP0,Q9H6S1
Q96RP9,O75251
P23771,Q92922
Q12907,Q8TEB7
Q9UKM9,Q96DI7
O95393,Q96PJ5
Q9NRI5,Q9UQ13
Q15047,O14503
O76024,O95256
P10636,P84103
O15294,P15822
Q9BX40,Q92904
Q13263,O75807
Q9Y399,Q00059
Q15843,Q9NX05
P22681,P57075
Q9H0U3,Q96AG3
Q9BT92,O95140
P09874,Q8N9N5
Q9H7F0,Q86W33
P01106,P45973
A6H8Z2,O15499
Q86T90,P25054
Q96AC1,P27469
O00170,Q9BXA7
Q9NQW6,Q96CW1
Q969T4,Q99856
P50402,P53671
P56945,P36543
Q9H583,O00358
O43402,Q9P0T4
P37173,O00459
P62807,Q14137
Q8WV41,Q9Y5X1
P24941,Q9Y4L1
Q9BYQ3,P60370
Q8TAT6,P11511
O14578,P52272
Q5XPI4,P25025
P50402,P19634
O75051,Q9Y5Y6
Q16637,Q8N6T3
Q9NPL8,Q1HG44
P51149,O43633
Q96L93,Q9UJX6
P11177,Q9NTG7
Q15029,Q99623
Q6PJG6,Q14802
P25098,P62273
Q13291,Q92918
Q92538,Q8N3C0
Q9H3U1,Q12792
Q99943,P01876
P68431,P00533
P55809,P18859
P47897,Q3B820
P60409,Q96IX9
O94888,Q8IVF7
Q99581,O14497
P63165,Q9Y223
P55081,O95198
P17066,Q7Z6Z6
P11940,O14933
Q8N8Y5,Q8TAC2
O43290,Q15696
P52198,Q9H015
P19320,P23246
Q15058,P04003
P61011,Q9NTJ3
Q9H8G1,A6NNF4
Q9UKE5,P07196
Q9UG63,P36915
Q9Y6E0,Q13405
P01903,O60216
P50570,Q3KP44
Q9Y6X2,O43255
P46087,Q9BWF3
P46379,Q9BXM7
P33993,Q06265
P82664,Q9NWT6
P62736,P18621
P17676,P18848
Q9NRD1,Q8IXM6
Q13501,Q9UH77
Q92538,O60749
P01116,Q13277
Q99865,Q9NQW5
P28799,Q5VYS8
O15143,P15927
O95816,Q5TA45
Q04721,Q8TF50
P01106,Q9UGJ1
Q9Y4K3,Q9Y6Q6
Q9BRX9,Q96G01
P15153,Q9NRK6
P41146,Q9BVG9
Q6NUS6,Q9H0S4
P40227,Q8N122
P02545,Q9H2H8
Q9H819,Q6UWB1
P53350,Q96LD4
Q13304,Q9Y2V7
O14975,O14786
Q12968,P49585
P62993,P12074
P82650,O95900
Q53T94,P27797
P43246,Q8NHU6
Q9NWS0,P40222
Q15007,Q14532
Q13233,Q15750
P22607,Q96P48
Q9BZB8,Q49AM3
Q8TEY7,Q8NBQ5
Q9UK45,P48382
Q15274,Q01826
P56945,P45983
P49754,Q9BX51
Q13263,Q92878
O14967,Q6B0I6
P62508,Q9HD15
P10909,Q6ZRI8
O95602,Q9UBU9
P31314,Q5VZL5
Q8TDN6,Q53GS7
Q04725,P55771
Q15691,P52907
P26038,Q8N6Q3
Q9Y2W2,Q8N268
Q14008,Q9H8H2
P55085,Q16586
P00387,Q9Y6H1
Q15077,P42695
P60033,Q92541
P35637,Q8WUB8
P40227,Q9NPG2
Q15005,Q9UQV4
Q69YN4,Q96EY1
P11142,Q15051
O95433,P62249
P19012,P78385
Q96CW1,Q9H2X3
P24539,P0C7P0
O75147,Q96JB6
P02751,Q15750
Q96BR9,Q9UIF8
P68431,P31153
Q8TDR0,P68032
Q8NFN8,O75052
Q13217,Q8WW22
Q9NPG2,Q13049
O00571,Q6P158
Q14202,Q9UKL0
Q15427,P14678
P11831,Q6SPF0
P47224,Q7Z7J7
Q86YP4,Q01970
Q12789,Q9Y6H1
P25786,Q05086
P17612,P16220
P13647,Q8N4C6
Q9HBH0,Q53LP3
Q9HBV2,Q8TCX1
P03915,Q9UHP7
O00212,Q9HC62
Q14318,P42345
Q9H160,Q9BXK1
Q9HAP6,Q5R372
Q9NQW6,O75431
P40763,P16871
O75694,Q9H1X3
P35240,Q86WT6
Q9UBU9,Q6P2H3
Q8IWL3,Q9UEW8
P35226,Q99741
P48643,Q8NHV4
Q07157,O00501
Q15599,P61081
P47756,P08151
Q96GA3,Q9NPI1
Q9Y478,Q9UBX3
Q9NVI7,Q9NR77
Q9H4M7,Q9BQE3
P27824,O75306
P47756,Q66K64
P22087,O60264
P08311,P55210
Q9UNP9,Q86YI8
Q9H6Y7,Q9UNA3
P55083,Q96AE7
P02786,Q9BXK1
Q15691,Q13409
P49023,Q8TDM6
P57678,Q8WXD5
O43683,Q8IYR6
O14641,Q5XXA6
Q14746,P01877
Q9Y3F4,Q5VT52
O00483,P17568
O94761,O75127
P37173,Q9NPF0
Q8N257,Q9NXR8
Q96A22,Q7Z2W4
Q93050,Q8NFB2
Q2VPK5,Q9UDW3
Q9C0C9,P09211
P11274,P20020
Q8WUM4,Q92783
O60427,Q4KMZ8
Q9C0B5,O15511
P00387,Q9NVJ2
Q9NQW6,Q9HD67
P00441,O15540
Q92794,P04196
Q6UX01,P49327
Q92731,Q13724
Q9NUL7,Q96A35
Q96SB4,Q08945
P25440,Q8N119
Q15669,Q96CW1
P21796,P33176
Q9UPT8,Q9NZ42
Q93034,Q13367
O94973,P51812
Q16623,Q96FZ5
O15111,O94832
P29353,P00519
Q96SK2,A0AV96
P38646,P48431
Q9NU19,P53355
P04908,Q8NCN4
Q96L33,Q15147
P62807,Q69YH5
O43318,P30086
Q9NQB0,Q9UIH9
Q8IWL3,Q4J6C6
Q13435,Q6K0P9
Q15233,Q5T440
O00624,Q8WY07
P47755,Q8IY67
O00487,Q9NWT6
Q92835,Q6A162
Q9BYJ1,Q9HCQ5
P84243,Q9Y6J0
Q92547,Q92995
Q6PKG0,Q9UHC7
O15205,Q6P2Q9
Q9NRD1,Q9NPA0
P61421,Q92543
Q9C0F1,Q08AD1
Q99615,Q14674
P48788,P62195
Q6NUQ1,Q96HB5
Q13620,Q9H7L9
Q16659,Q99805
Q15286,Q96S66
P09467,P62424
Q9Y3R4,Q14145
Q13501,Q9P2G9
P06576,P10109
P62140,Q71U36
Q9Y3S2,Q9ULV3
P27540,P28300
P60033,Q15517
O95445,Q02338
P00374,P50748
P40429,Q9NY93
Q9NV88,Q12888
Q15029,P35269
O60341,P62191
Q9UKV8,P47914
O95157,Q13438
Q9BU76,Q9BRS2
Q9H2J7,P10176
P62805,Q8TDG4
Q9BQE3,Q8N386
P04908,P61088
Q15796,Q92988
P12931,P54764
Q9HBH5,Q9H765
Q13573,P34931
O95166,P83731
Q8WVD3,P13987
Q9C0F3,Q9UGI9
P46379,P27361
O43395,P62312
Q9HAV4,Q6UY01
P04049,Q9NRH3
Q9BYV2,Q8WY36
P50914,P49116
Q9P1A2,Q9NVN3
Q9H9Z2,O95363
O75084,Q8NGT2
P78371,P48643
Q8NC96,Q9Y2V2
Q15059,Q6PI98
P84243,P0C0S8
Q9H4M7,Q05086
Q6UX01,Q14C86
Q12789,Q12952
Q9H4M7,Q13620
A7MD48,Q15973
Q86XR7,Q92985
Q9H8X2,Q6ZMG9
P32241,P24390
Q96HA1,O95858
Q9H1R2,Q8NB46
Q01804,A0AV96
Q04724,Q9NPC8
Q9P2E7,Q13114
Q9NP58,Q9BW83
Q9BQ95,P36776
P67870,Q96IT1
Q02241,O43852
Q8TAP4,Q68CP9
Q6B0B8,Q8N8M0
P61158,P46060
Q9UNE7,Q9NUQ3
P25445,Q66K74
Q9Y4C8,P11487
P00441,Q9Y6Z7
P82675,Q9UBU9
P08047,Q92988
Q96BQ3,Q4G176
Q9UHY1,Q6P1L5
Q99496,Q9Y2X3
